category,city,end_time,name,site_lat,site_lng,site_name,start_time
美容美发,西安市,2018-04-12,2018中国西安国际美容美发化妆品博览会春季暨第三届中国西安国际美业微电商展,34.2021162501,108.957182968,西安曲江国际会展中心,2018-04-10
印刷包装,东莞市,2018-04-12,2018中国包装容器展,22.9062440963,113.667281334,广东现代国际展览中心,2018-04-10
印刷包装,东莞市,2018-04-12,2018华南国际瓦楞展,22.9062440963,113.667281334,广东现代国际展览中心,2018-04-10
汽摩配件,长春市,2018-03-25,2018第12届中国长春汽车制造技术及设备展览会,43.8427197923,125.402298713,长春国际会展中心,2018-03-23
安全防护,南宁市,2018-03-25,2018广西国际社会公共安全产品暨智慧城市产品展览会,22.8143952219,108.385721653,广西南宁国际会展中心,2018-03-23
美容美发,郑州市,2018-03-25,2018第四十届郑州国际美容美发化妆品博览会,34.7538040862,113.712760953,河南郑州中原国际博览中心,2018-03-23
印刷包装,北京市,2018-03-25,2018中国北京国际印刷包装工业展览会,39.9678796505,116.449740311,中国国际展览中心,2018-03-23
化工橡塑,青岛市,2018-04-11,2018第十五届中国国际橡胶技术青岛展览会,36.1104007468,120.480622379,青岛国际会展中心,2018-04-09
机械工业,长春市,2018-03-25,2018第十一届中国东北长春国际铸造展览会,43.8427197923,125.402298713,长春国际会展中心,2018-03-23
机械工业,长春市,2018-03-25,2018中国长春国际装备制造业博览会,43.8427197923,125.402298713,长春国际会展中心,2018-03-23
汽摩配件,长春市,2018-03-25,2018第十五届中国长春国际汽车零配件及售后服务用品展洽会,43.8427197923,125.402298713,长春国际会展中心,2018-03-23
广告媒体,南宁市,2018-03-25,2018第19届广西广告设备展览会,22.8143952219,108.385721653,广西南宁国际会展中心,2018-03-23
创业加盟,武汉市,2018-03-26,2018中国特许加盟展,30.585598843,114.280230907,武汉国际会展中心,2018-03-24
光电技术,南宁市,2018-03-25,2018年第十三届广西LED及灯饰照明展览会,22.8143952219,108.385721653,广西南宁国际会展中心,2018-03-23
广告媒体,沈阳市,2018-03-25,2018沈阳国际广告节,41.7568195667,123.444964295,沈阳新世界博览馆,2018-03-23
文化教育,南京市,2018-03-26,2018第六届南京国际佛事文化用品展览会,32.0822187335,118.813278296,南京国际展览中心,2018-03-23
钢铁冶金,上海市,2018-03-27,2018中国上海国际粉末冶金硬质合金与先进陶瓷展览会,31.1737721999,121.434634495,上海光大会展中心,2018-03-25
机械工业,台州市,2018-03-26,2018第14届中国台州机床展览会,28.5971689801,121.378335301,台州国际会展中心,2018-03-24
医疗保健,长春市,2018-03-25,2018第四十三届长春国际医疗器械卫生产业博览会,43.8427197923,125.402298713,长春国际会展中心,2018-03-23
机械工业,合肥市,2018-03-26,第六届中国合肥工程机械暨轨道交通设施设备展,31.7859604137,117.229682151,安徽国际会展中心,2018-03-24
创业加盟,济南市,2018-03-26,2018中国微商博览会,36.6410208515,117.030675538,济南舜耕国际会展中心,2018-03-25
食品饮料,呼和浩特市,2018-03-27,第十二届中国内蒙古乳业博览会暨高峰论坛,40.8310344844,111.754917961,内蒙古国际会展中心,2018-03-25
能源矿产,北京市,2018-03-31,2018中国国际清洁能源科技推广周,39.9678796505,116.449740311,中国国际展览中心,2018-03-25
农林牧渔,北京市,2018-03-28,第六届中国北京国际设施农业及园艺资材展览会,39.9462556053,116.350718971,北京展览馆,2018-03-26
环保水处理,广州市,2018-03-28,2018广州国际水展,23.1063339053,113.378402773,广州国际采购中心,2018-03-26
运输物流,上海市,2018-03-28,2018上海国际杂货运输展览会,31.1883954089,121.496502454,上海世博展览馆,2018-03-26
服装配饰,上海市,2018-03-28,2018上海国际流行服饰展,31.1883954089,121.496502454,上海世博展览馆,2018-03-26
农林牧渔,呼和浩特市,2018-03-28,2018第十届中国内蒙古农牧业机械展览会暨论坛,40.8310344844,111.754917961,内蒙古国际会展中心呼和浩特东二环与大学东路交汇处,2018-03-26
服装配饰,上海市,2018-03-28,第十三届中国上海国际袜业采购交易会,31.1883954089,121.496502454,上海世博展览馆,2018-03-26
汽摩配件,沈阳市,2018-03-27,2018中国沈阳国际润滑油脂及技术设备展览会,41.668369644,123.379619081,沈阳国际展览中心,2018-03-25
电子电力,上海市,2018-03-28,2018中国上海国际绕线机线圈绝缘材料及电机制造展览会,31.1883954089,121.496502454,上海世博展览馆,2018-03-26
机械工业,深圳市,2018-04-01,2018第十九届深圳国际机械制造工业展览会,22.5363839471,114.066517985,深圳会展中心,2018-03-29
建材五金,上海市,2018-03-31,第三十二届中国国际五金博览会,31.1954553942,121.308713553,国家会展中心上海,2018-03-29
机械工业,深圳市,2018-04-01,2018深圳国际机器人及智能化展览会,22.5363839471,114.066517985,深圳会展中心,2018-03-29
酒店用品,上海市,2018-03-29,第27届上海国际酒店及餐饮业博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-03-26
奢侈品,沈阳市,2018-04-01,2018东北沈阳第十二届奢侈品文化展示交易博览会,41.7782529775,123.440166592,辽宁工业展览馆,2018-03-29
机械工业,廊坊市,2018-03-31,2018第十一二届中国节能炉具博览会,39.5186106251,116.703602223,廊坊国际会议展览中心,2018-03-29
安全防护,杭州市,2018-03-31,2018第十八届浙江国际智能楼宇技术与安防产品展览会,30.2969106788,120.182317169,杭州和平国际会展中心,2018-03-29
文化艺术,北京市,2018-03-31,2018中国北京艺术与框业展览会,39.9678796505,116.449740311,中国国际展览中心,2018-03-29
文化教育,长沙市,2018-04-01,第二十五届长沙图书交易会,28.2101840884,112.996178657,湖南省展览馆,2018-03-30
汽摩配件,上海市,2018-03-30,2018第四届上海国际汽车灯具展览会暨第十三届汽车灯具产业发展技术论坛,31.2846658764,121.174921632,上海汽车会展中心,2018-03-29
医疗保健,昆明市,2018-03-31,2018中西部昆明医疗器械展览会,25.015358103,102.73777829,昆明国际会展中心,2018-03-29
奢侈品,南京市,2018-04-02,2018第十九届南京国际珠宝首饰展览会,32.0822187335,118.813278296,南京国际展览中心,2018-03-30
奢侈品,成都市,2018-04-02,2018第28届成都国际珠宝首饰展览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-03-30
光电技术,重庆市,2018-03-31,2018第十九届中国中西部国际光电与智能制造博览会暨论坛,29.7248231346,106.548697024,重庆国际博览中心,2018-03-29
汽摩配件,临沂市,2018-04-01,第十七届中国临沂汽车用品交易会,35.0249309423,118.417878758,临沂国际会展中心,2018-03-30
安全防护,重庆市,2018-04-01,2018中国重庆智慧城市暨社会公共安全警用装备产品技术展览会,29.5308344709,106.499586889,重庆展览中心,2018-03-30
礼品玩具,北京市,2018-04-02,2018中国宠物文化节小宠嘉年华北京站,39.8283326135,116.527543056,北京亦庄亦创国际会展中心,2018-03-30
机械工业,杭州市,2018-04-01,2018第十七届浙江杭州装备制造业博览会,30.2376577306,120.245041002,杭州国际博览中心,2018-03-30
创业加盟,北京市,2018-04-01,2018第十一届中国国际投资理财博览会,39.9470088626,116.470306905,北京全国农业展览馆,2018-03-31
婚庆婚博,上海市,2018-04-01,2018春季中国婚博会,31.1883954089,121.496502454,上海世博展览馆,2018-03-31
